1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.100,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
